gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,5215,5183,5182,5803,6171,6063,7049,8388,10145,13057
Male Representatives,15259,13128,12210,11675,12133,11835,11525,12107,13200,14590
