gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,176.0,204.0,244.0,286.0,382.0,396.0,369.0,522.0,375.0,506.0
Male Representatives,370.0,434.0,422.0,517.0,640.0,655.0,727.0,822.0,766.0,931.0
