gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,10149,9000,8785,8791,9287,9365,10028,11212,13219,16871
Male Sender,10872,9468,8752,8721,8972,8588,9007,9709,10655,11846
