type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),705.0,1456.0,1910.0,1506.0,1433.0,1045.0,872.0,659.0,602.0,748.0
Councillors,4636.0,6328.0,6649.0,6348.0,6817.0,5810.0,5568.0,5386.0,5079.0,5288.0
Lords,144.0,156.0,235.0,233.0,264.0,261.0,321.0,291.0,262.0,379.0
MEP,76.0,85.0,94.0,154.0,107.0,93.0,148.0,141.0,82.0,91.0
MP,8064.0,10877.0,12675.0,14198.0,15806.0,16656.0,17011.0,17650.0,18002.0,19330.0
