type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,1005.0,1171.0,1231.0,1342.0,1242.0,1283.0,1343.0,1567.0,1798.0,2604.0
Lords,17.0,9.0,27.0,29.0,18.0,13.0,32.0,17.0,23.0,29.0
MEP,,,13.0,,2.0,1.0,,18.0,6.0,1.0
MP,544.0,669.0,748.0,904.0,961.0,1103.0,1200.0,1255.0,1494.0,1857.0
MSP,1035.0,1256.0,1565.0,1747.0,2067.0,2756.0,3030.0,3465.0,4043.0,4979.0
