gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,176.0,220.0,222.0,253.0,311.0,457.0,456.0,403.0,386.0,576.0
Male Representatives,362.0,386.0,427.0,448.0,622.0,629.0,786.0,716.0,880.0,1026.0
