type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),,41.0,441.0,1166.0,1255.0,1455.0,1964.0,1485.0,1511.0,1618.0
Councillors,3608.0,3945.0,4616.0,5421.0,6168.0,6316.0,6769.0,6414.0,6775.0,7877.0
Lords,119.0,186.0,183.0,246.0,232.0,279.0,304.0,296.0,331.0,370.0
MEP,58.0,74.0,75.0,128.0,133.0,106.0,140.0,115.0,145.0,97.0
MP,8235.0,10206.0,11882.0,13454.0,15073.0,16079.0,17556.0,17851.0,18697.0,21236.0
