gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,325.0,400.0,381.0,208.0,328.0,270.0,311.0,334.0,447.0,456.0
Male Representatives,835.0,549.0,673.0,522.0,594.0,685.0,600.0,532.0,516.0,783.0
