gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,3258,1326,1277,1149,1303,1209,1364,1642,1695,1609
Male Representatives,5781,2701,2468,2477,2567,2627,3076,3420,3448,3500
