gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,5739,9445,11079,11682,11666,11632,11331,11400,11369,11364
Male Sender,5263,7784,8997,9685,9972,10502,10742,10792,11265,11588
