answer_survey,1,2,3,4,5,6,7,8,9,10
No,976.0,706.0,755.0,483.0,592.0,624.0,546.0,545.0,585.0,798.0
Yes,384.0,324.0,429.0,306.0,387.0,415.0,468.0,393.0,471.0,529.0
