type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),105.0,304.0,1001.0,1517.0,1347.0,1355.0,1049.0,1357.0,1315.0,1586.0
Councillors,4491.0,5069.0,5654.0,6142.0,6080.0,6055.0,5958.0,5964.0,5624.0,6872.0
Lords,102.0,192.0,218.0,227.0,229.0,261.0,302.0,314.0,318.0,383.0
MEP,55.0,82.0,116.0,175.0,72.0,127.0,139.0,127.0,107.0,71.0
MP,8787.0,10680.0,12518.0,13891.0,14750.0,15597.0,16419.0,17795.0,18773.0,21059.0
