type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),197.0,1630.0,1770.0,1792.0,1337.0,960.0,1096.0,916.0,871.0,367.0
AM (Wales),243.0,217.0,235.0,423.0,386.0,568.0,265.0,308.0,355.0,99.0
Councillors,5472.0,7440.0,7954.0,8123.0,7310.0,7313.0,7206.0,7582.0,7785.0,8210.0
Lords,142.0,215.0,221.0,293.0,286.0,317.0,383.0,374.0,316.0,352.0
MEP,73.0,104.0,85.0,167.0,151.0,123.0,97.0,159.0,115.0,68.0
MP,8618.0,12035.0,13941.0,15524.0,17357.0,18198.0,18823.0,19495.0,20023.0,22549.0
MSP,1002.0,1101.0,1205.0,1489.0,2048.0,2797.0,3545.0,3589.0,3564.0,5613.0
