first_use,1,2,3,4,5,6,7,8,9,10
No,142.0,170.0,152.0,155.0,230.0,252.0,325.0,292.0,338.0,372.0
Yes,127.0,142.0,124.0,133.0,147.0,178.0,197.0,190.0,205.0,234.0
