type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),147.0,199.0,191.0,210.0,279.0,351.0,473.0,324.0,365.0,560.0
Councillors,162.0,153.0,161.0,142.0,198.0,236.0,209.0,189.0,195.0,246.0
Lords,10.0,5.0,5.0,3.0,9.0,26.0,17.0,11.0,27.0,26.0
MEP,,4.0,8.0,2.0,,2.0,1.0,5.0,8.0,
MP,276.0,319.0,347.0,418.0,522.0,617.0,671.0,700.0,783.0,897.0
