type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1966.0,2841.0,2403.0,1680.0,1027.0,616.0,302.0,85.0,16.0,
Councillors,7055.0,8403.0,8438.0,6823.0,6298.0,5206.0,4429.0,3894.0,3807.0,3556.0
Lords,318.0,326.0,314.0,306.0,179.0,212.0,230.0,224.0,186.0,251.0
MEP,120.0,152.0,167.0,126.0,128.0,106.0,167.0,32.0,35.0,38.0
MP,17724.0,18224.0,16793.0,15456.0,14319.0,13512.0,13489.0,13397.0,13679.0,13676.0
