type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),180.0,185.0,185.0,252.0,331.0,268.0,317.0,498.0,358.0,525.0
Councillors,158.0,171.0,168.0,143.0,214.0,193.0,166.0,176.0,226.0,275.0
Lords,10.0,5.0,5.0,7.0,17.0,9.0,29.0,21.0,15.0,21.0
MEP,,4.0,9.0,1.0,1.0,,5.0,,4.0,6.0
MP,257.0,338.0,383.0,473.0,581.0,660.0,698.0,775.0,645.0,743.0
