answer_survey,1,2,3,4,5,6,7,8,9,10
No,443.0,367.0,511.0,526.0,646.0,633.0,639.0,948.0,820.0,1071.0
Yes,165.0,204.0,287.0,337.0,398.0,436.0,477.0,585.0,630.0,588.0
