gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,264.0,221.0,247.0,259.0,330.0,331.0,556.0,391.0,467.0,394.0
Male Representatives,494.0,575.0,540.0,475.0,471.0,705.0,858.0,608.0,729.0,829.0
