type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,1121.0,1101.0,1208.0,1215.0,1166.0,1385.0,1658.0,1588.0,1841.0,2312.0
Lords,29.0,10.0,10.0,13.0,30.0,22.0,17.0,25.0,28.0,30.0
MEP,12.0,2.0,,,,2.0,6.0,12.0,1.0,6.0
MP,595.0,679.0,726.0,898.0,940.0,1188.0,1240.0,1371.0,1427.0,1672.0
MSP,1077.0,1249.0,1553.0,1761.0,2253.0,3068.0,3210.0,3693.0,3648.0,4441.0
