type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,1096.0,1208.0,1161.0,1429.0,1106.0,1379.0,1649.0,1719.0,1785.0,2063.0
Lords,13.0,27.0,8.0,12.0,33.0,20.0,27.0,25.0,20.0,29.0
MEP,12.0,,2.0,,,,14.0,,7.0,6.0
MP,562.0,717.0,744.0,928.0,1032.0,1109.0,1360.0,1409.0,1412.0,1463.0
MSP,1049.0,1324.0,1536.0,1970.0,2404.0,2894.0,3549.0,3985.0,3461.0,3781.0
