gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,5271,8576,9422,9786,9192,9444,9746,9660,9499,10952
Male Representatives,8899,11704,13184,15265,16546,17797,18907,19940,20709,23066
