type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1257.0,1849.0,1707.0,1570.0,1449.0,1148.0,820.0,704.0,307.0,125.0
Councillors,6903.0,7397.0,6868.0,6670.0,6551.0,5924.0,5379.0,4985.0,3960.0,3272.0
Lords,193.0,217.0,265.0,277.0,227.0,262.0,258.0,277.0,284.0,286.0
MEP,123.0,190.0,113.0,90.0,114.0,110.0,73.0,98.0,88.0,72.0
MP,12144.0,13241.0,13509.0,14576.0,14984.0,15093.0,15938.0,16141.0,17072.0,17571.0
