first_use,1,2,3,4,5,6,7,8,9,10
No,207.0,191.0,227.0,175.0,241.0,264.0,295.0,219.0,278.0,332.0
Yes,177.0,133.0,202.0,131.0,146.0,151.0,173.0,174.0,193.0,197.0
