type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,1065.0,1202.0,1290.0,1235.0,1161.0,1293.0,1490.0,1547.0,1918.0,2390.0
Lords,11.0,28.0,10.0,27.0,18.0,25.0,28.0,21.0,23.0,23.0
MEP,12.0,,2.0,,,12.0,8.0,,7.0,
MP,559.0,700.0,769.0,886.0,1037.0,1093.0,1289.0,1323.0,1333.0,1742.0
MSP,1006.0,1284.0,1659.0,1810.0,2363.0,2945.0,3539.0,3644.0,3395.0,4305.0
