gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,6381,8018,8922,9035,8515,7775,7039,6384,5432,4755
Male Representatives,13437,13511,13421,13228,13172,13039,12905,12020,11832,11097
