type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),197.0,990.0,1284.0,1837.0,1310.0,1115.0,1197.0,854.0,894.0,1258.0
Councillors,3986.0,5335.0,6088.0,6479.0,6112.0,6189.0,5926.0,5843.0,5685.0,6266.0
Lords,107.0,182.0,185.0,221.0,274.0,270.0,300.0,312.0,297.0,398.0
MEP,86.0,67.0,66.0,99.0,182.0,137.0,105.0,132.0,115.0,82.0
MP,7795.0,10178.0,12261.0,14140.0,15659.0,16070.0,16936.0,17717.0,18649.0,20864.0
