type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1.0,75.0,414.0,976.0,1139.0,1487.0,1422.0,1346.0,1942.0,2134.0
Councillors,3196.0,4100.0,4413.0,5073.0,5648.0,6082.0,6327.0,6697.0,7552.0,8821.0
Lords,98.0,154.0,198.0,199.0,217.0,276.0,302.0,292.0,384.0,426.0
MEP,49.0,84.0,54.0,114.0,110.0,137.0,77.0,189.0,106.0,151.0
MP,6917.0,8894.0,10900.0,12765.0,14390.0,15698.0,17756.0,19026.0,20588.0,23335.0
