gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,4671,5543,6786,7906,7714,8079,7286,7738,7347,9186
Male Representatives,7369,9043,10646,11894,12455,13285,14160,15208,16356,17246
