type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),181.0,178.0,228.0,212.0,302.0,270.0,284.0,533.0,382.0,529.0
Councillors,169.0,105.0,153.0,167.0,198.0,206.0,185.0,212.0,233.0,263.0
Lords,9.0,7.0,2.0,8.0,12.0,21.0,19.0,23.0,17.0,21.0
MEP,,5.0,,4.0,5.0,1.0,1.0,1.0,1.0,12.0
MP,249.0,276.0,415.0,472.0,527.0,571.0,627.0,764.0,817.0,834.0
