type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),321.0,316.0,365.0,201.0,270.0,339.0,288.0,296.0,252.0,451.0
Councillors,420.0,219.0,245.0,141.0,189.0,139.0,143.0,116.0,151.0,128.0
Lords,14.0,22.0,12.0,15.0,8.0,6.0,18.0,12.0,8.0,24.0
MEP,4.0,4.0,5.0,,4.0,,4.0,1.0,6.0,2.0
MP,601.0,469.0,557.0,432.0,508.0,555.0,561.0,513.0,639.0,722.0
