method,1,2,3,4,5,6,7,8,9,10
Desktop,175.0,93.0,65.0,86.0,75.0,82.0,87.0,97.0,87.0,75.0
Mobile,4587.0,2388.0,1434.0,1969.0,1586.0,1618.0,2043.0,2412.0,1491.0,1509.0
Unclear,12757.0,7576.0,6295.0,5912.0,6305.0,6831.0,7528.0,8156.0,7733.0,7245.0
