method,1,2,3,4,5,6,7,8,9,10
Desktop,32.0,56.0,63.0,54.0,83.0,93.0,76.0,73.0,104.0,76.0
Mobile,1833.0,1511.0,1947.0,1639.0,1473.0,1517.0,1353.0,1934.0,1783.0,2026.0
Unclear,2494.0,3124.0,3158.0,3308.0,3383.0,4094.0,3182.0,3733.0,4321.0,4627.0
