status-council,1,2,3,4,5,6,7,8,9,10
No,101696.0,113254.0,117331.0,125560.0,125653.0,132043.0,135160.0,131769.0,128383.0,119898.0
Yes,2715.0,16578.0,17670.0,20718.0,14863.0,12606.0,11677.0,11977.0,13322.0,10637.0
