method,1,2,3,4,5,6,7,8,9,10
Desktop,139.0,136.0,92.0,78.0,55.0,89.0,81.0,110.0,86.0,56.0
Mobile,4498.0,2615.0,2209.0,1779.0,1810.0,1951.0,1492.0,1909.0,1738.0,1036.0
Unclear,11441.0,8701.0,8281.0,7222.0,7047.0,8011.0,6995.0,7177.0,6329.0,5134.0
