status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,3407.0,3299.0,3328.0,2934.0,2896.0,2787.0,3259.0,3264.0,3726.0,2818.0
Reported Fixed,1260.0,1525.0,1573.0,1343.0,1635.0,1134.0,1585.0,1644.0,2059.0,1640.0
