method,1,2,3,4,5,6,7,8,9,10
Desktop,1627.0,1797.0,1550.0,1776.0,1605.0,1747.0,1995.0,2248.0,3184.0,4527.0
Mobile,74080.0,70867.0,44222.0,39200.0,36749.0,36125.0,36505.0,37597.0,40822.0,47833.0
Open311,203.0,506.0,577.0,751.0,1001.0,1231.0,1549.0,1523.0,2635.0,3979.0
Unclear,97410.0,110779.0,96867.0,96051.0,99126.0,103761.0,107243.0,115759.0,141222.0,184888.0
