year,1,2,3,4,5,6,7,8,9,10
2012,4853,5130,5374,5923,6068,6271,6651,6383,6440,6215
2013,6204,6601,6791,7732,8446,9139,9895,8993,9513,8615
2014,7328,9048,8702,9968,10214,10533,11990,11249,11563,10698
2015,8792,11490,11812,12365,11590,11738,12679,12131,11771,10229
2016,11393,16373,16368,17047,15488,16070,15594,14953,14404,12950
2017,12313,16046,16165,17787,16142,16487,16188,15711,15431,14284
2018,15036,18802,19169,21435,20604,21423,21416,21118,21272,19184
2019,17415,21419,22996,24394,22860,22640,22667,22685,22674,20860
2020,21077,24923,27624,29627,29104,30348,29757,30523,28637,27500
