method,1,2,3,4,5,6,7,8,9,10
FixMyStreet.com,3513.0,2908.0,3600.0,3558.0,3674.0,2974.0,4124.0,3937.0,3166.0,3999.0
Mobile,1144.0,2076.0,2077.0,1962.0,2193.0,1620.0,2116.0,1806.0,1305.0,1458.0
