method,1,2,3,4,5,6,7,8,9,10
Desktop,87.0,85.0,74.0,93.0,71.0,88.0,106.0,129.0,90.0,99.0
Mobile,1534.0,1281.0,1670.0,2034.0,2150.0,2010.0,2803.0,2854.0,2270.0,2431.0
Unclear,6113.0,6179.0,5839.0,7698.0,6963.0,7865.0,9359.0,9213.0,8149.0,8960.0
