status,1,2,3,4,5,6,7,8,9,10
Not Reported Fixed,6704.0,3523.0,3455.0,2499.0,2656.0,3060.0,3322.0,2286.0,2212.0,1999.0
Reported Fixed,3091.0,1506.0,1701.0,1151.0,1270.0,1544.0,1689.0,1090.0,1153.0,1208.0
