status-council,1,2,3,4,5,6,7,8,9,10
No,103342.0,112517.0,115895.0,123616.0,126085.0,130421.0,134011.0,130347.0,127491.0,124709.0
Yes,2852.0,16517.0,17594.0,20701.0,14925.0,12554.0,11307.0,11863.0,13141.0,11309.0
