gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,93.0,130.0,148.0,159.0,160.0,172.0,216.0,283.0,244.0,219.0
Male Representatives,238.0,306.0,326.0,282.0,310.0,331.0,545.0,538.0,402.0,427.0
