gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,2564,3353,3794,3972,4532,5086,5511,6213,7154,9885
Male Sender,2808,3597,3966,4641,5396,5466,6176,6967,7943,9820
