gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,2461,2605,3000,3558,4146,4273,4901,4492,4532,5037
Male Representatives,3960,5021,5858,6458,7043,7774,7916,8271,8433,10391
