type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),62.0,107.0,112.0,114.0,129.0,114.0,183.0,230.0,148.0,126.0
Councillors,90.0,108.0,115.0,120.0,105.0,86.0,82.0,120.0,117.0,155.0
Lords,3.0,,7.0,5.0,2.0,11.0,11.0,5.0,2.0,2.0
MEP,27.0,21.0,46.0,45.0,51.0,38.0,65.0,50.0,66.0,41.0
MP,156.0,216.0,211.0,290.0,295.0,346.0,353.0,376.0,317.0,352.0
