type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),1953.0,1373.0,343.0,167.0,85.0,15.0,11.0,12.0,,
Councillors,6281.0,5669.0,4161.0,3212.0,2619.0,2500.0,2561.0,2433.0,2357.0,1978.0
Lords,134.0,177.0,96.0,128.0,104.0,102.0,75.0,89.0,89.0,76.0
MEP,2099.0,2230.0,1418.0,1410.0,1551.0,1516.0,1674.0,1727.0,1498.0,1298.0
MP,6489.0,7024.0,5994.0,6050.0,6186.0,6529.0,6836.0,7524.0,7502.0,6993.0
