answer_survey,1,2,3,4,5,6,7,8,9,10
No,227.0,280.0,303.0,343.0,346.0,315.0,403.0,496.0,381.0,406.0
Yes,111.0,172.0,188.0,231.0,236.0,280.0,291.0,285.0,269.0,270.0
