type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),50.0,552.0,543.0,639.0,473.0,444.0,422.0,321.0,375.0,140.0
AM (Wales),89.0,114.0,129.0,196.0,154.0,310.0,122.0,113.0,89.0,9.0
Councillors,3402.0,4191.0,4250.0,4268.0,4226.0,4198.0,4150.0,4256.0,4235.0,4211.0
Lords,78.0,73.0,91.0,126.0,149.0,119.0,170.0,152.0,135.0,96.0
MEP,946.0,1527.0,1325.0,1779.0,1883.0,1877.0,2150.0,2038.0,2027.0,2287.0
MP,4289.0,4951.0,5818.0,6928.0,7639.0,8290.0,8387.0,8816.0,9062.0,9828.0
MSP,417.0,564.0,511.0,592.0,1083.0,1745.0,1790.0,1838.0,1647.0,3193.0
