gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,2835,3761,4063,4320,4221,4186,4154,4006,3983,3476
Male Representatives,4047,5303,5891,7041,7658,7905,8080,8130,8414,8656
