gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,2782,3355,3890,3935,4193,4160,4281,4199,4179,4031
Male Representatives,4055,5186,6173,6527,7276,7570,7883,8187,9001,9267
