type_of_recipient,1,2,3,4,5,6,7,8,9,10
Councillors,1141.0,773.0,535.0,525.0,556.0,501.0,530.0,618.0,641.0,698.0
Lords,10.0,1.0,3.0,2.0,4.0,5.0,10.0,4.0,13.0,19.0
MEP,164.0,94.0,40.0,87.0,99.0,85.0,116.0,86.0,87.0,110.0
MP,519.0,282.0,281.0,320.0,316.0,404.0,456.0,468.0,460.0,462.0
MSP,1799.0,1172.0,784.0,1220.0,1140.0,1261.0,1362.0,1725.0,1539.0,1378.0
