answer_survey,1,2,3,4,5,6,7,8,9,10
No,212.0,245.0,301.0,317.0,255.0,369.0,430.0,513.0,387.0,470.0
Yes,133.0,184.0,147.0,178.0,240.0,246.0,289.0,311.0,327.0,279.0
