answer_survey,1,2,3,4,5,6,7,8,9,10
No,893.0,1191.0,1190.0,1479.0,1872.0,2344.0,2411.0,2823.0,2514.0,3544.0
Yes,265.0,306.0,248.0,366.0,490.0,514.0,548.0,583.0,578.0,744.0
