gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,162.0,198.0,193.0,178.0,253.0,255.0,290.0,264.0,360.0,286.0
Male Sender,223.0,229.0,218.0,236.0,250.0,219.0,340.0,363.0,345.0,327.0
