gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,459.0,577.0,683.0,918.0,1049.0,1345.0,1497.0,1442.0,1507.0,2106.0
Male Sender,567.0,692.0,625.0,730.0,1095.0,1205.0,1209.0,1649.0,1292.0,1880.0
