gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,1768.0,924.0,988.0,1123.0,859.0,929.0,1009.0,1006.0,1339.0,1634.0
Male Sender,1589.0,968.0,817.0,918.0,828.0,839.0,1253.0,1130.0,1109.0,1494.0
