answer_survey,1,2,3,4,5,6,7,8,9,10
No,459.0,382.0,333.0,226.0,384.0,370.0,384.0,262.0,329.0,371.0
Yes,180.0,198.0,221.0,177.0,245.0,247.0,262.0,274.0,274.0,255.0
