gender_of_sender,1,2,3,4,5,6,7,8,9,10
Female Sender,133.0,147.0,223.0,219.0,252.0,260.0,351.0,308.0,253.0,295.0
Male Sender,159.0,231.0,216.0,303.0,268.0,270.0,277.0,401.0,313.0,312.0
