type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (London),34.0,87.0,227.0,559.0,480.0,557.0,521.0,450.0,362.0,682.0
Councillors,2752.0,3015.0,3155.0,3636.0,3236.0,3449.0,3480.0,3423.0,3561.0,4064.0
Lords,64.0,63.0,145.0,96.0,94.0,105.0,114.0,120.0,123.0,146.0
MEP,888.0,1110.0,1221.0,1543.0,1564.0,1710.0,1768.0,1839.0,2284.0,2494.0
MP,4081.0,4708.0,5302.0,6064.0,6127.0,7170.0,7481.0,8010.0,8845.0,9339.0
