answer_survey,1,2,3,4,5,6,7,8,9,10
No,237.0,288.0,298.0,300.0,277.0,272.0,490.0,524.0,398.0,415.0
Yes,120.0,169.0,192.0,173.0,218.0,251.0,317.0,331.0,286.0,277.0
