type_of_recipient,1,2,3,4,5,6,7,8,9,10
AM (Wales),69.0,95.0,103.0,93.0,89.0,143.0,167.0,245.0,167.0,154.0
Councillors,77.0,107.0,110.0,113.0,107.0,110.0,91.0,129.0,101.0,152.0
Lords,3.0,2.0,2.0,2.0,9.0,6.0,8.0,9.0,3.0,4.0
MEP,26.0,27.0,35.0,46.0,22.0,37.0,72.0,57.0,46.0,82.0
MP,170.0,198.0,198.0,241.0,268.0,319.0,381.0,384.0,397.0,357.0
