gender_of_rep,1,2,3,4,5,6,7,8,9,10
Female Representatives,2172,2790,2730,2978,3334,3647,3847,4366,5388,7753
Male Representatives,3342,4361,5249,5892,6756,7220,7971,8584,9796,11954
