answer_survey,1,2,3,4,5,6,7,8,9,10
No,948.0,1262.0,976.0,1432.0,1553.0,2387.0,2276.0,2751.0,2823.0,3849.0
Yes,283.0,291.0,273.0,353.0,403.0,468.0,495.0,661.0,682.0,735.0
